2.138499999999999943e+02,7.576850000000000307e+01,3.823179999999999978e+01,2.926999999999999957e+01
2.181100000000000136e+02,8.018280000000000030e+01,3.403000000000000114e+01,2.975000000000000000e+01
2.153300000000000125e+02,7.956709999999999638e+01,3.100000000000000000e+01,2.976000000000000156e+01
2.172800000000000011e+02,8.150849999999999795e+01,3.200000000000000000e+01,2.910999999999999943e+01
2.152400000000000091e+02,8.076000000000000512e+01,3.303000000000000114e+01,2.907000000000000028e+01
2.128899999999999864e+02,8.032710000000000150e+01,3.191000000000000014e+01,2.905999999999999872e+01
2.147500000000000000e+02,8.175279999999999347e+01,2.883999999999999986e+01,2.955999999999999872e+01
2.092299999999999898e+02,8.273850000000000193e+01,2.819000000000000128e+01,2.933999999999999986e+01
2.129099999999999966e+02,8.253279999999999461e+01,2.960000000000000142e+01,2.919000000000000128e+01
2.082199999999999989e+02,8.014140000000000441e+01,2.771999999999999886e+01,2.844999999999999929e+01
2.145699999999999932e+02,8.061279999999999291e+01,2.689999999999999858e+01,2.855000000000000071e+01
2.132100000000000080e+02,8.040430000000000632e+01,2.586899999999999977e+01,2.850499999999999901e+01
2.176399999999999864e+02,8.163710000000000377e+01,2.680999999999999872e+01,2.935000000000000142e+01
2.188000000000000114e+02,8.167430000000000234e+01,2.630999999999999872e+01,2.923000000000000043e+01
2.184799999999999898e+02,8.290279999999999916e+01,2.710000000000000142e+01,2.964999999999999858e+01
2.165000000000000000e+02,8.159569999999999368e+01,2.700499999999999901e+01,2.889499999999999957e+01
2.164199999999999875e+02,8.230849999999999511e+01,2.739999999999999858e+01,2.928999999999999915e+01
2.147299999999999898e+02,8.173709999999999809e+01,2.726999999999999957e+01,2.912999999999999901e+01
2.144499999999999886e+02,8.164709999999999468e+01,2.828999999999999915e+01,2.933999999999999986e+01
2.183499999999999943e+02,8.201850000000000307e+01,3.001399999999999935e+01,3.001999999999999957e+01
2.226599999999999966e+02,8.368280000000000030e+01,3.141000000000000014e+01,2.983999999999999986e+01
2.240300000000000011e+02,8.391570000000000107e+01,3.191100000000000136e+01,3.069999999999999929e+01
2.230200000000000102e+02,8.367730000000000246e+01,3.160000000000000142e+01,3.092999999999999972e+01
2.205749999999999886e+02,8.252429999999999666e+01,3.183999999999999986e+01,3.013500000000000156e+01
2.221599999999999966e+02,8.315709999999999980e+01,3.304999999999999716e+01,3.069999999999999929e+01
2.200699999999999932e+02,8.153780000000000427e+01,3.206000000000000227e+01,2.986499999999999844e+01
2.256100000000000136e+02,8.171779999999999688e+01,3.310000000000000142e+01,3.001999999999999957e+01
2.256200000000000045e+02,8.207139999999999702e+01,3.222999999999999687e+01,3.017000000000000171e+01
2.213100000000000023e+02,8.129279999999999973e+01,3.135999999999999943e+01,2.991000000000000014e+01
2.283499999999999943e+02,8.342849999999999966e+01,3.109499999999999886e+01,3.058999999999999986e+01
2.293199999999999932e+02,8.464570000000000505e+01,3.077100000000000080e+01,3.055999999999999872e+01
2.295300000000000011e+02,8.562999999999999545e+01,3.119999999999999929e+01,3.076000000000000156e+01
2.270600000000000023e+02,8.713429999999999609e+01,3.146999999999999886e+01,3.069999999999999929e+01
2.250500000000000114e+02,8.655429999999999779e+01,3.173000000000000043e+01,3.018499999999999872e+01
2.250500000000000114e+02,8.769849999999999568e+01,3.217000000000000171e+01,3.000000000000000000e+01
2.195000000000000000e+02,8.688710000000000377e+01,3.146999999999999886e+01,2.973999999999999844e+01
2.183700000000000045e+02,8.634709999999999752e+01,3.096999999999999886e+01,2.930000000000000071e+01
2.153600000000000136e+02,8.555710000000000548e+01,3.080999999999999872e+01,2.862999999999999901e+01
2.183899999999999864e+02,8.642430000000000234e+01,3.071999999999999886e+01,2.939000000000000057e+01
2.160099999999999909e+02,8.670140000000000668e+01,2.824500000000000099e+01,2.944000000000000128e+01
2.169300000000000068e+02,8.670569999999999311e+01,2.808999999999999986e+01,2.966000000000000014e+01
2.174699999999999989e+02,8.660850000000000648e+01,2.910999999999999943e+01,3.044999999999999929e+01
2.261699999999999875e+02,8.776000000000000512e+01,2.900000000000000000e+01,3.066499999999999915e+01
2.282899999999999920e+02,8.632850000000000534e+01,2.876000000000000156e+01,3.011499999999999844e+01
2.260099999999999909e+02,8.626139999999999475e+01,2.875000000000000000e+01,2.928000000000000114e+01
2.230399999999999920e+02,8.584569999999999368e+01,2.844999999999999929e+01,2.914999999999999858e+01
2.170500000000000114e+02,8.213849999999999341e+01,2.933999999999999986e+01,2.882999999999999829e+01
2.200099999999999909e+02,8.212569999999999482e+01,2.684499999999999886e+01,2.916000000000000014e+01
2.373199999999999932e+02,8.359430000000000405e+01,2.370499999999999829e+01,2.975499999999999901e+01
2.360900000000000034e+02,8.500430000000000064e+01,2.314999999999999858e+01,2.964000000000000057e+01
2.333000000000000114e+02,8.725140000000000384e+01,2.171000000000000085e+01,2.946999999999999886e+01
2.320900000000000034e+02,8.668710000000000093e+01,2.087999999999999901e+01,2.941000000000000014e+01
2.308100000000000023e+02,8.682710000000000150e+01,2.003999999999999915e+01,2.919000000000000128e+01
2.349699999999999989e+02,8.795709999999999695e+01,2.108999999999999986e+01,2.975000000000000000e+01
2.339900000000000091e+02,8.893569999999999709e+01,2.192000000000000171e+01,2.994999999999999929e+01
2.365600000000000023e+02,8.870199999999999818e+01,2.071999999999999886e+01,3.026000000000000156e+01
2.343799999999999955e+02,8.855140000000000100e+01,2.071999999999999886e+01,3.032999999999999829e+01
2.340600000000000023e+02,8.867570000000000618e+01,2.101000000000000156e+01,3.050000000000000000e+01
2.327500000000000000e+02,8.881430000000000291e+01,2.180699999999999861e+01,3.042000000000000171e+01
2.324399999999999977e+02,9.000000000000000000e+01,2.160000000000000142e+01,3.039000000000000057e+01
2.331899999999999977e+02,9.024139999999999873e+01,2.037999999999999901e+01,3.012999999999999901e+01
2.374199999999999875e+02,9.011849999999999739e+01,2.119999999999999929e+01,3.019999999999999929e+01
2.415500000000000114e+02,9.090569999999999595e+01,1.987000000000000099e+01,3.078000000000000114e+01
2.411699999999999875e+02,9.258710000000000662e+01,1.905000000000000071e+01,3.089999999999999858e+01
2.403499999999999943e+02,9.502139999999999986e+01,2.001099999999999923e+01,3.073999999999999844e+01
2.394499999999999886e+02,9.372310000000000230e+01,1.915899999999999892e+01,3.080000000000000071e+01
2.430999999999999943e+02,9.555280000000000484e+01,1.943900000000000006e+01,3.053999999999999915e+01
2.411980000000000075e+02,9.466140000000000043e+01,1.944000000000000128e+01,3.025499999999999901e+01
2.457400000000000091e+02,9.474599999999999511e+01,1.940899999999999892e+01,3.055999999999999872e+01
2.439199999999999875e+02,9.652570000000000050e+01,1.914999999999999858e+01,3.069000000000000128e+01
2.461100000000000136e+02,9.640000000000000568e+01,1.933999999999999986e+01,3.062999999999999901e+01
2.471200000000000045e+02,9.620940000000000225e+01,1.910000000000000142e+01,3.064999999999999858e+01
2.462199999999999989e+02,9.483830000000000382e+01,1.908849999999999980e+01,3.032000000000000028e+01
2.482700000000000102e+02,9.503430000000000177e+01,1.805799999999999983e+01,3.082000000000000028e+01
2.478799999999999955e+02,9.642430000000000234e+01,1.772899999999999920e+01,3.038500000000000156e+01
2.462199999999999989e+02,9.574710000000000321e+01,1.857999999999999829e+01,3.039000000000000057e+01
2.513799999999999955e+02,9.660999999999999943e+01,1.896000000000000085e+01,3.134499999999999886e+01
2.591399999999999864e+02,9.720569999999999311e+01,1.898000000000000043e+01,3.094999999999999929e+01
2.570899999999999750e+02,9.467709999999999582e+01,1.880999999999999872e+01,3.071999999999999886e+01
2.556699999999999875e+02,9.437000000000000455e+01,1.942999999999999972e+01,3.078999999999999915e+01
2.556299999999999955e+02,9.568429999999999325e+01,2.093100000000000094e+01,3.078000000000000114e+01
2.602400000000000091e+02,9.756850000000000023e+01,2.071300000000000097e+01,3.093499999999999872e+01
2.612699999999999818e+02,9.875430000000000064e+01,2.200000000000000000e+01,3.121000000000000085e+01
2.580000000000000000e+02,9.996869999999999834e+01,2.151999999999999957e+01,3.121000000000000085e+01
2.587500000000000000e+02,1.002728000000000037e+02,2.187000000000000099e+01,3.117500000000000071e+01
2.616800000000000068e+02,1.002999999999999972e+02,2.328999999999999915e+01,3.105199999999999960e+01
2.608100000000000023e+02,9.981430000000000291e+01,2.258999999999999986e+01,3.144999999999999929e+01
2.574700000000000273e+02,1.000134999999999934e+02,2.285999999999999943e+01,3.119000000000000128e+01
2.548050000000000068e+02,9.868429999999999325e+01,2.078999999999999915e+01,3.078000000000000114e+01
2.524600000000000080e+02,9.621999999999999886e+01,2.028000000000000114e+01,3.039000000000000057e+01
2.496699999999999875e+02,9.502570000000000050e+01,2.062000000000000099e+01,3.016499999999999915e+01
2.565899999999999750e+02,9.733140000000000214e+01,2.032000000000000028e+01,3.016000000000000014e+01
2.543199999999999932e+02,9.530070000000000618e+01,2.166000000000000014e+01,2.976000000000000156e+01
2.520099999999999909e+02,9.419849999999999568e+01,2.198999999999999844e+01,2.948999999999999844e+01
2.505999999999999943e+02,9.447280000000000655e+01,2.226999999999999957e+01,2.966000000000000014e+01
2.559199999999999875e+02,9.592140000000000555e+01,2.182999999999999829e+01,2.985999999999999943e+01
2.604700000000000273e+02,9.525709999999999411e+01,2.194750000000000156e+01,3.003000000000000114e+01
2.585099999999999909e+02,9.322709999999999297e+01,2.091000000000000014e+01,2.985000000000000142e+01
2.590600000000000023e+02,9.116710000000000491e+01,2.039999999999999858e+01,2.978000000000000114e+01
2.509600000000000080e+02,9.083570000000000277e+01,2.022700000000000031e+01,2.928000000000000114e+01
2.449900000000000091e+02,9.155849999999999511e+01,1.964000000000000057e+01,2.898000000000000043e+01
2.442199999999999989e+02,8.972849999999999682e+01,1.975000000000000000e+01,2.894999999999999929e+01
2.423600000000000136e+02,8.995910000000000650e+01,1.951810000000000045e+01,2.919999999999999929e+01
2.441800000000000068e+02,9.068000000000000682e+01,1.951999999999999957e+01,2.951000000000000156e+01
2.439399999999999977e+02,9.282750000000000057e+01,1.948000000000000043e+01,2.948999999999999844e+01
2.474900000000000091e+02,9.208759999999999479e+01,1.987999999999999901e+01,2.958999999999999986e+01
2.448499999999999943e+02,9.037709999999999866e+01,1.897500000000000142e+01,2.949500000000000099e+01
2.400000000000000000e+02,8.712000000000000455e+01,1.900000000000000000e+01,2.864000000000000057e+01
2.337800000000000011e+02,9.057569999999999766e+01,1.932100000000000151e+01,2.800000000000000000e+01
2.343100000000000023e+02,8.762220000000000653e+01,1.950000000000000000e+01,2.804700000000000060e+01
2.284900000000000091e+02,8.811849999999999739e+01,2.322990000000000066e+01,2.790190000000000126e+01
2.229199999999999875e+02,8.707680000000000575e+01,2.255999999999999872e+01,2.787999999999999901e+01
2.382400000000000091e+02,8.628570000000000562e+01,2.194249999999999901e+01,2.821000000000000085e+01
2.328931000000000040e+02,8.504569999999999652e+01,2.110999999999999943e+01,2.853999999999999915e+01
2.321399999999999864e+02,8.521999999999999886e+01,2.121000000000000085e+01,2.951500000000000057e+01
2.324224000000000103e+02,8.240000000000000568e+01,2.117999999999999972e+01,2.949980000000000047e+01
2.343300000000000125e+02,8.351730000000000587e+01,2.125000000000000000e+01,2.962999999999999901e+01
2.375600000000000023e+02,8.326420000000000243e+01,2.117119999999999891e+01,2.985999999999999943e+01
2.320608000000000004e+02,7.971450000000000102e+01,2.046999999999999886e+01,2.907999999999999829e+01
2.273499999999999943e+02,7.682139999999999702e+01,1.998999999999999844e+01,2.880999999999999872e+01
2.263100000000000023e+02,7.815139999999999532e+01,1.921000000000000085e+01,2.882999999999999829e+01
2.264699999999999989e+02,7.754710000000000036e+01,2.007000000000000028e+01,2.821999999999999886e+01
2.265999999999999943e+02,7.755679999999999552e+01,1.985999999999999943e+01,2.708950000000000102e+01
2.229499999999999886e+02,7.669710000000000605e+01,2.235999999999999943e+01,2.683999999999999986e+01
2.205989999999999895e+02,7.508849999999999625e+01,2.217000000000000171e+01,2.666069999999999851e+01
2.252299999999999898e+02,7.538249999999999318e+01,2.356070000000000064e+01,2.652090000000000103e+01
2.297100000000000080e+02,8.081850000000000023e+01,2.292000000000000171e+01,2.672769999999999868e+01
2.337800000000000011e+02,8.013049999999999784e+01,2.310000000000000142e+01,2.671000000000000085e+01
2.380300000000000011e+02,8.024280000000000257e+01,2.432000000000000028e+01,2.694999999999999929e+01
2.398799999999999955e+02,8.164279999999999404e+01,2.399800000000000111e+01,2.769999999999999929e+01
2.436200000000000045e+02,8.421850000000000591e+01,2.594000000000000128e+01,2.738500000000000156e+01
2.434017000000000053e+02,8.354000000000000625e+01,2.614999999999999858e+01,2.707999999999999829e+01
2.471100000000000136e+02,8.327710000000000434e+01,2.635999999999999943e+01,2.735999999999999943e+01
2.512700000000000102e+02,8.419429999999999836e+01,2.732000000000000028e+01,2.694999999999999929e+01
2.520500000000000114e+02,8.361140000000000327e+01,2.800000000000000000e+01,2.661499999999999844e+01
2.503291000000000111e+02,8.374139999999999873e+01,2.703999999999999915e+01,2.642940000000000111e+01
2.524881000000000029e+02,8.226359999999999673e+01,2.746000000000000085e+01,2.637000000000000099e+01
2.539600000000000080e+02,7.697029999999999461e+01,2.771000000000000085e+01,2.667000000000000171e+01
2.533700000000000045e+02,7.817780000000000484e+01,2.696999999999999886e+01,2.672500000000000142e+01
2.532681000000000040e+02,7.617849999999999966e+01,2.748499999999999943e+01,2.645499999999999829e+01
2.477700000000000102e+02,7.568869999999999720e+01,2.783999999999999986e+01,2.694000000000000128e+01
2.506899999999999977e+02,7.734109999999999729e+01,2.798000000000000043e+01,2.732000000000000028e+01
2.517599999999999909e+02,7.700000000000000000e+01,2.758010000000000161e+01,2.723999999999999844e+01
2.512500000000000000e+02,7.567000000000000171e+01,2.823999999999999844e+01,2.710999999999999943e+01
2.491899999999999977e+02,7.282769999999999300e+01,2.681200000000000117e+01,2.680999999999999872e+01
2.538600000000000136e+02,7.411849999999999739e+01,2.675000000000000000e+01,2.709499999999999886e+01
2.603999999999999773e+02,7.627139999999999986e+01,2.771000000000000085e+01,2.755999999999999872e+01
2.579900000000000091e+02,7.518710000000000093e+01,2.741000000000000014e+01,2.730999999999999872e+01
2.615000000000000000e+02,7.453289999999999793e+01,2.735999999999999943e+01,2.767999999999999972e+01
2.569200000000000159e+02,7.418999999999999773e+01,2.626000000000000156e+01,2.744999999999999929e+01
2.586200000000000045e+02,7.430970000000000653e+01,2.692999999999999972e+01,2.705999999999999872e+01
2.486314000000000135e+02,7.328560000000000230e+01,2.651000000000000156e+01,2.685999999999999943e+01
2.483100000000000023e+02,7.357999999999999829e+01,2.605000000000000071e+01,2.696000000000000085e+01
2.451800000000000068e+02,7.279840000000000089e+01,2.591120000000000090e+01,2.655000000000000071e+01
2.508700000000000045e+02,7.602469999999999573e+01,2.661970000000000169e+01,2.670970000000000155e+01
2.573100000000000023e+02,7.843280000000000030e+01,2.800000000000000000e+01,2.762000000000000099e+01
